ID	Name	(P2, KO) / (E14_5, KO)	(P2, KO) / (E14_5, KO).1
C270_HILIC	leu-lys	1.110000000000000	0.005176585997532410000000000000
C246_HILIC	Valylvaline	1.280000000000000	0.001251861721464850000000000000
C232_HILIC	Gly-Leu	2.450000000000000	0.000245965443282119000000000000
C252_HILIC	Threonyl-4-hydroxyproline	1.070000000000000	0.031702966026629100000000000000
C210_HILIC	hydroxyacetone phosphate	1.850000000000000	0.033408467225291400000000000000
C323_HILIC	1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	1.610000000000000	0.000010860418991112600000000000
C300_HILIC	1-Palmitoyl lysophosphatidic acid	1.240000000000000	0.000015742782598792500000000000
C313_HILIC	2-palmitoyl-sn-glycero-3-phosphocholine	1.080000000000000	0.000006780867209188260000000000
C245_HILIC	Glycerylphosphorylethanolamine	3.150000000000000	0.000000071995457166976800000000
C308_HILIC	L-alpha-lysophosphatidylcholine	1.680000000000000	0.000001576664948766510000000000
C320_HILIC	lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	1.030000000000000	0.000023199445194096600000000000
C327_HILIC	Lysophosphatidylinositol	1.630000000000000	0.000068108693967270300000000000
C269_HILIC	1-(beta-D-ribofuranosyl)thymine	5.880000000000000	0.000000033200767856567700000000
A002_RP	L-a-Amino-n-butyric acid	1.970000000000000	0.000000056423257895964300000000
a075_RP	Serotonin	2.380000000000000	0.000007375921570658060000000000
a077_RP	5-Hydroxyindole-3-acetic acid	3.690000000000000	0.000000001289317652641840000000
B092_RP	Glycyl-L-leucine	3.560000000000000	0.000000001352962287658570000000
A054_RP	a-D-Glucose 1-phosphate	2.130000000000000	0.002165748092944010000000000000
A041_RP	p-Hydroxyphenyllactic acid	1.510000000000000	0.008802403066322730000000000000
a078_RP	Prostaglandin D2	1.680000000000000	0.043741024538904100000000000000
B104_RP	3'-Adenosine monophosphate (3'-AMP)	1.030000000000000	0.010832237383143700000000000000
C130_RP	N-Acetyl-L-histidine	2.230000000000000	0.001413902286157340000000000000
C129_RP	DL-2,6-Diaminopimelic acid	1.220000000000000	0.000211408470932223000000000000
C161_RP	L-alpha-lysophosphatidylcholine	2.450000000000000	0.000000006265924748757610000000
