ID	Name	(P40, WT) / (E14_5, WT)	(P40, WT) / (E14_5, WT).1
A063_RP	Guanosine 5'-monophosphate (5'-GMP)	2.370000000000000	0.000001196411947041860000000000
A062_RP	Inosine 5'-monophosphate (5'-IMP)	3.290000000000000	0.000000030017320170235500000000
A057_RP	Guanosine	5.350000000000000	0.000000000007930610191541790000
A023_RP	Hypoxanthine	2.900000000000000	0.000001732158415231030000000000
A056_RP	Inosine	7.430000000000000	0.000000000601042549064346000000
A028_RP	Xanthine	3.110000000000000	0.000000000104929896547346000000
A055_RP	Adenosine	7.550000000000000	0.000000000002281058225189310000
A02_RP	Uridine	2.620000000000000	0.000000102365028523989000000000
C153_RP	Succinyladenosine	1.630000000000000	0.000000167802738997942000000000
B084_RP	g-Butyrobetaine	1.660000000000000	0.000028894758881440900000000000
C128_RP	N-Acetyl-L-glutamic acid	2.530000000000000	0.000000000606481507171770000000
C148_RP	L-alpha-Glutamyl-L-glutamine	2.490000000000000	0.000163140019116400000000000000
C130_RP	N-Acetyl-L-histidine	6.130000000000000	0.000000015772733387937800000000
C138_RP	4-Hydroxyprolylthreonine	3.160000000000000	0.000000041554765548108800000000
C160_RP	N-Stearoyltyrosine	1.180000000000000	0.003870346561659050000000000000
C118_RP	3-Methylenenorleucine	5.110000000000000	0.000001151844390660010000000000
C113_RP	1-Methylhistamine	2.090000000000000	0.002455647342986250000000000000
c193_RP	O-glutaroyl-L-carnitine	5.880000000000000	0.000075197995695958700000000000
C120_RP	hydroxyacetone phosphate	3.410000000000000	0.000000018114349912032600000000
C169_RP	1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	5.040000000000000	0.000000000110034153042938000000
C167_RP	1-arachidonoyl-sn-glycero-3-phosphocholine	3.730000000000000	0.000001543620134972740000000000
C166_RP	2-arachidonoyl-sn-glycero-3-phosphocholine	2.800000000000000	0.000000008309342934488370000000
C162_RP	2-palmitoyl-sn-glycero-3-phosphocholine	1.370000000000000	0.000003895379232942930000000000
C114_RP	Dihydrothymine	4.330000000000000	0.000000001666767518706300000000
B109_RP	Adenosine diphosphate ribose	9.230000000000000	0.000029488609496391700000000000
