mapid	name	ncommon	ncompounds	compounds	pvalue	reject	padj	contrast	regulation
other	other	11	60	['A097_HILIC', 'A003_RP', 'C261_HILIC', 'A032_RP', 'C249_HILIC', 'A076_HILIC', 'C214_HILIC', 'C270_HILIC', 'C294_HILIC', 'C195_HILIC', 'A014_RP', 'A112_HILIC', 'A079_HILIC', 'C252_HILIC', 'C246_HILIC', 'C224_HILIC', 'A032_HILIC', 'B088_RP', 'A036_RP', 'A092_HILIC', 'C211_HILIC', 'C276_HILIC', 'B092_RP', 'C190_HILIC', 'C232_HILIC', 'C277_HILIC', 'B133_HILIC', 'A031_RP', 'C227_HILIC', 'B091_RP', 'B119_HILIC', 'C113_RP', 'B127_HILIC', 'A005_HILIC', 'B137_HILIC', 'C265_HILIC', 'B085_RP', 'A070_RP', 'C239_HILIC', 'C228_HILIC', 'B151_HILIC', 'B180_HILIC', 'A083_HILIC', 'C283_HILIC', 'A049_HILIC', 'A081_HILIC', 'C273_HILIC', 'A043_RP', 'B128_HILIC', 'B145_HILIC', 'C253_HILIC', 'C147_RP', 'B173_HILIC', 'B175_HILIC', 'C230_HILIC', 'C192_HILIC', 'A049_RP', 'C255_HILIC', 'A053_RP', 'A053_HILIC']	0.9889877155364433	False	0.9930817361216118	(P2, KO) / (E14_5, KO)	down
glycolysis	glycolysis	1	14	['C223_HILIC', 'A059_HILIC', 'A054_RP', 'A001_HILIC', 'A088_HILIC', 'C111_RP', 'A041_RP', 'A074_HILIC', 'A051_HILIC', 'A039_RP', 'A075_HILIC', 'A048_HILIC', 'B157_HILIC', 'A050_RP']	0.9930817361216118	False	0.9930817361216118	(P2, KO) / (E14_5, KO)	down
other	other	17	60	['A097_HILIC', 'A003_RP', 'C261_HILIC', 'A032_RP', 'C249_HILIC', 'A076_HILIC', 'C214_HILIC', 'C270_HILIC', 'C294_HILIC', 'C195_HILIC', 'A014_RP', 'A112_HILIC', 'A079_HILIC', 'C252_HILIC', 'C246_HILIC', 'C224_HILIC', 'A032_HILIC', 'B088_RP', 'A036_RP', 'A092_HILIC', 'C211_HILIC', 'C276_HILIC', 'B092_RP', 'C190_HILIC', 'C232_HILIC', 'C277_HILIC', 'B133_HILIC', 'A031_RP', 'C227_HILIC', 'B091_RP', 'B119_HILIC', 'C113_RP', 'B127_HILIC', 'A005_HILIC', 'B137_HILIC', 'C265_HILIC', 'B085_RP', 'A070_RP', 'C239_HILIC', 'C228_HILIC', 'B151_HILIC', 'B180_HILIC', 'A083_HILIC', 'C283_HILIC', 'A049_HILIC', 'A081_HILIC', 'C273_HILIC', 'A043_RP', 'B128_HILIC', 'B145_HILIC', 'C253_HILIC', 'C147_RP', 'B173_HILIC', 'B175_HILIC', 'C230_HILIC', 'C192_HILIC', 'A049_RP', 'C255_HILIC', 'A053_RP', 'A053_HILIC']	0.3221576303442499	False	0.81926412412457	(P40, KO) / (P2, KO)	up
glycolysis	glycolysis	4	14	['C223_HILIC', 'A059_HILIC', 'A054_RP', 'A001_HILIC', 'A088_HILIC', 'C111_RP', 'A041_RP', 'A074_HILIC', 'A051_HILIC', 'A039_RP', 'A075_HILIC', 'A048_HILIC', 'B157_HILIC', 'A050_RP']	0.4878597970881735	False	0.81926412412457	(P40, KO) / (P2, KO)	up
bioenergetic process	bioenergetic process	6	22	['A061_RP', 'A114_HILIC', 'A072_RP', 'A102_HILIC', 'B101_RP', 'A110_HILIC', 'A008_RP', 'A111_HILIC', 'B140_HILIC', 'A022_RP', 'A113_HILIC', 'C286_HILIC', 'A011_RP', 'C172_RP', 'C303_HILIC', 'B107_RP', 'A109_HILIC', 'A042_RP', 'C242_HILIC', 'C240_HILIC', 'A073_RP', 'B080_RP']	0.4947827417206313	False	0.81926412412457	(P40, KO) / (P2, KO)	up
lipid metablism	lipid metablism	23	91	['C327_HILIC', 'B129_HILIC', 'C158_RP', 'C136_RP', 'B177_HILIC', 'A033_RP', 'C338_HILIC', 'C120_RP', 'A069_RP', 'B136_HILIC', 'C201_RP', 'B123_HILIC', 'C197_RP', 'C116_RP', 'C331_HILIC', 'C378_HILIC', 'B115_HILIC', 'C317_HILIC', 'A078_RP', 'C347_HILIC', 'C334_HILIC', 'C151_RP', 'C315_HILIC', 'C205_RP', 'B132_HILIC', 'B152_HILIC', 'C332_HILIC', 'C328_HILIC', 'C236_HILIC', 'C340_HILIC', 'A068_RP', 'C145_RP', 'B188_HILIC', 'C339_HILIC', 'A101_HILIC', 'B179_HILIC', 'C167_RP', 'C112_RP', 'C185_RP', 'C150_RP', 'C291_HILIC', 'B094_RP', 'B172_HILIC', 'C319_HILIC', 'C311_HILIC', 'C290_HILIC', 'C161_RP', 'C292_HILIC', 'C330_HILIC', 'C143_RP', 'C162_RP', 'B176_HILIC', 'B178_HILIC', 'B171_HILIC', 'B079_RP', 'A067_RP', 'C165_RP', 'C335_HILIC', 'C306_HILIC', 'C363_HILIC', 'B164_HILIC', 'B106_RP', 'B162_HILIC', 'B161_HILIC', 'A066_RP', 'C164_RP', 'C157_RP', 'C166_RP', 'C193_RP', 'C152_RP', 'C207_RP', 'B108_RP', 'C345_HILIC', 'B096_RP', 'B174_HILIC', 'B155_HILIC', 'B163_HILIC', 'B098_RP', 'C154_RP', 'C132_RP', 'C169_RP', 'C375_HILIC', 'C141_RP', 'C300_HILIC', 'C343_HILIC', 'C336_HILIC', 'C312_HILIC', 'C341_HILIC', 'C204_RP', 'B170_HILIC', 'C144_RP']	0.5461760827497133	False	0.81926412412457	(P40, KO) / (P2, KO)	up
aa metabolism	aa metabolism	24	107	['B125_HILIC', 'A058_RP', 'C233_HILIC', 'A029_RP', 'C160_RP', 'A023_HILIC', 'A017_HILIC', 'A020_RP', 'C217_HILIC', 'A030_RP', 'C148_RP', 'B090_RP', 'C218_HILIC', 'C128_RP', 'C254_HILIC', 'A021_RP', 'A034_RP', 'A012_RP', 'A017_RP', 'A065_RP', 'C137_RP', 'A015_RP', 'A026_RP', 'C153_RP', 'B082_RP', 'A010_RP', 'A035_RP', 'A004_RP', 'A038_HILIC', 'A075_RP', 'A046_HILIC', 'A074_RP', 'A002_RP', 'A025_RP', 'A077_RP', 'C140_RP', 'B147_HILIC', 'C200_HILIC', 'A016_RP', 'B150_HILIC', 'C138_RP', 'B084_RP', 'C268_HILIC', 'A047_RP', 'C125_RP', 'B099_RP', 'C225_HILIC', 'C250_HILIC', 'C117_RP', 'B121_HILIC', 'A016_HILIC', 'A027_RP', 'A038_RP', 'C139_RP', 'A076_RP', 'A024_RP', 'C235_HILIC', 'B081_RP', 'C215_HILIC', 'C118_RP', 'B143_HILIC', 'A019_RP', 'B126_HILIC', 'C281_HILIC', 'A007_RP', 'C301_HILIC', 'A003_HILIC', 'C267_HILIC', 'C278_HILIC', 'B120_HILIC', 'C129_RP', 'C130_RP', 'C123_RP', 'A044_RP', 'C133_RP', 'C206_HILIC', 'A033_HILIC', 'A024_HILIC', 'C191_HILIC', 'B086_RP', 'C222_HILIC', 'A009_RP', 'A037_RP', 'A006_HILIC', 'A006_RP', 'B087_RP', 'A018_RP', 'B089_RP', 'A046_RP', 'B167_HILIC', 'B093_RP', 'B100_RP', 'A013_RP', 'C216_HILIC', 'A007_HILIC', 'A001_RP', 'A051_RP', 'A040_RP', 'C241_HILIC', 'A058_HILIC', 'A005_RP', 'A048_RP', 'A064_RP', 'A045_RP', 'C256_HILIC', 'C127_RP', 'B095_RP']	0.8252372566121637	False	0.9469567849740708	(P40, KO) / (P2, KO)	up
nucleoside metabolism	nucleoside metabolism	8	47	['A011_HILIC', 'C307_HILIC', 'A023_RP', 'C284_HILIC', 'A071_RP', 'C248_HILIC', 'C155_RP', 'A056_RP', 'A059_RP', 'A095_HILIC', 'A062_RP', 'A042_HILIC', 'B165_HILIC', 'C114_RP', 'B186_HILIC', 'C269_HILIC', 'B110_RP', 'A057_RP', 'C325_HILIC', 'A104_HILIC', 'A070_HILIC', 'A060_RP', 'A063_RP', 'A086_HILIC', 'A055_RP', 'C326_HILIC', 'A072_HILIC', 'A087_HILIC', 'A100_HILIC', 'B109_RP', 'B183_HILIC', 'A098_HILIC', 'B103_RP', 'B187_HILIC', 'B139_HILIC', 'B104_RP', 'B158_HILIC', 'A02_RP', 'A040_HILIC', 'A028_RP', 'C285_HILIC', 'B138_HILIC', 'B097_RP', 'A096_HILIC', 'B083_RP', 'B168_HILIC', 'A068_HILIC']	0.9469567849740708	False	0.9469567849740708	(P40, KO) / (P2, KO)	up
aa metabolism	aa metabolism	43	107	['B125_HILIC', 'A058_RP', 'C233_HILIC', 'A029_RP', 'C160_RP', 'A023_HILIC', 'A017_HILIC', 'A020_RP', 'C217_HILIC', 'A030_RP', 'C148_RP', 'B090_RP', 'C218_HILIC', 'C128_RP', 'C254_HILIC', 'A021_RP', 'A034_RP', 'A012_RP', 'A017_RP', 'A065_RP', 'C137_RP', 'A015_RP', 'A026_RP', 'C153_RP', 'B082_RP', 'A010_RP', 'A035_RP', 'A004_RP', 'A038_HILIC', 'A075_RP', 'A046_HILIC', 'A074_RP', 'A002_RP', 'A025_RP', 'A077_RP', 'C140_RP', 'B147_HILIC', 'C200_HILIC', 'A016_RP', 'B150_HILIC', 'C138_RP', 'B084_RP', 'C268_HILIC', 'A047_RP', 'C125_RP', 'B099_RP', 'C225_HILIC', 'C250_HILIC', 'C117_RP', 'B121_HILIC', 'A016_HILIC', 'A027_RP', 'A038_RP', 'C139_RP', 'A076_RP', 'A024_RP', 'C235_HILIC', 'B081_RP', 'C215_HILIC', 'C118_RP', 'B143_HILIC', 'A019_RP', 'B126_HILIC', 'C281_HILIC', 'A007_RP', 'C301_HILIC', 'A003_HILIC', 'C267_HILIC', 'C278_HILIC', 'B120_HILIC', 'C129_RP', 'C130_RP', 'C123_RP', 'A044_RP', 'C133_RP', 'C206_HILIC', 'A033_HILIC', 'A024_HILIC', 'C191_HILIC', 'B086_RP', 'C222_HILIC', 'A009_RP', 'A037_RP', 'A006_HILIC', 'A006_RP', 'B087_RP', 'A018_RP', 'B089_RP', 'A046_RP', 'B167_HILIC', 'B093_RP', 'B100_RP', 'A013_RP', 'C216_HILIC', 'A007_HILIC', 'A001_RP', 'A051_RP', 'A040_RP', 'C241_HILIC', 'A058_HILIC', 'A005_RP', 'A048_RP', 'A064_RP', 'A045_RP', 'C256_HILIC', 'C127_RP', 'B095_RP']	0.006630220336046461	True	0.039781322016278764	(P40, KO) / (P2, KO)	down
nucleoside metabolism	nucleoside metabolism	18	47	['A011_HILIC', 'C307_HILIC', 'A023_RP', 'C284_HILIC', 'A071_RP', 'C248_HILIC', 'C155_RP', 'A056_RP', 'A059_RP', 'A095_HILIC', 'A062_RP', 'A042_HILIC', 'B165_HILIC', 'C114_RP', 'B186_HILIC', 'C269_HILIC', 'B110_RP', 'A057_RP', 'C325_HILIC', 'A104_HILIC', 'A070_HILIC', 'A060_RP', 'A063_RP', 'A086_HILIC', 'A055_RP', 'C326_HILIC', 'A072_HILIC', 'A087_HILIC', 'A100_HILIC', 'B109_RP', 'B183_HILIC', 'A098_HILIC', 'B103_RP', 'B187_HILIC', 'B139_HILIC', 'B104_RP', 'B158_HILIC', 'A02_RP', 'A040_HILIC', 'A028_RP', 'C285_HILIC', 'B138_HILIC', 'B097_RP', 'A096_HILIC', 'B083_RP', 'B168_HILIC', 'A068_HILIC']	0.14045733144682723	False	0.4213719943404817	(P40, KO) / (P2, KO)	down
other	other	15	60	['A097_HILIC', 'A003_RP', 'C261_HILIC', 'A032_RP', 'C249_HILIC', 'A076_HILIC', 'C214_HILIC', 'C270_HILIC', 'C294_HILIC', 'C195_HILIC', 'A014_RP', 'A112_HILIC', 'A079_HILIC', 'C252_HILIC', 'C246_HILIC', 'C224_HILIC', 'A032_HILIC', 'B088_RP', 'A036_RP', 'A092_HILIC', 'C211_HILIC', 'C276_HILIC', 'B092_RP', 'C190_HILIC', 'C232_HILIC', 'C277_HILIC', 'B133_HILIC', 'A031_RP', 'C227_HILIC', 'B091_RP', 'B119_HILIC', 'C113_RP', 'B127_HILIC', 'A005_HILIC', 'B137_HILIC', 'C265_HILIC', 'B085_RP', 'A070_RP', 'C239_HILIC', 'C228_HILIC', 'B151_HILIC', 'B180_HILIC', 'A083_HILIC', 'C283_HILIC', 'A049_HILIC', 'A081_HILIC', 'C273_HILIC', 'A043_RP', 'B128_HILIC', 'B145_HILIC', 'C253_HILIC', 'C147_RP', 'B173_HILIC', 'B175_HILIC', 'C230_HILIC', 'C192_HILIC', 'A049_RP', 'C255_HILIC', 'A053_RP', 'A053_HILIC']	0.8808774738744526	False	0.9971691350998959	(P40, KO) / (P2, KO)	down
glycolysis	glycolysis	2	14	['C223_HILIC', 'A059_HILIC', 'A054_RP', 'A001_HILIC', 'A088_HILIC', 'C111_RP', 'A041_RP', 'A074_HILIC', 'A051_HILIC', 'A039_RP', 'A075_HILIC', 'A048_HILIC', 'B157_HILIC', 'A050_RP']	0.9592225487812925	False	0.9971691350998959	(P40, KO) / (P2, KO)	down
lipid metablism	lipid metablism	20	91	['C327_HILIC', 'B129_HILIC', 'C158_RP', 'C136_RP', 'B177_HILIC', 'A033_RP', 'C338_HILIC', 'C120_RP', 'A069_RP', 'B136_HILIC', 'C201_RP', 'B123_HILIC', 'C197_RP', 'C116_RP', 'C331_HILIC', 'C378_HILIC', 'B115_HILIC', 'C317_HILIC', 'A078_RP', 'C347_HILIC', 'C334_HILIC', 'C151_RP', 'C315_HILIC', 'C205_RP', 'B132_HILIC', 'B152_HILIC', 'C332_HILIC', 'C328_HILIC', 'C236_HILIC', 'C340_HILIC', 'A068_RP', 'C145_RP', 'B188_HILIC', 'C339_HILIC', 'A101_HILIC', 'B179_HILIC', 'C167_RP', 'C112_RP', 'C185_RP', 'C150_RP', 'C291_HILIC', 'B094_RP', 'B172_HILIC', 'C319_HILIC', 'C311_HILIC', 'C290_HILIC', 'C161_RP', 'C292_HILIC', 'C330_HILIC', 'C143_RP', 'C162_RP', 'B176_HILIC', 'B178_HILIC', 'B171_HILIC', 'B079_RP', 'A067_RP', 'C165_RP', 'C335_HILIC', 'C306_HILIC', 'C363_HILIC', 'B164_HILIC', 'B106_RP', 'B162_HILIC', 'B161_HILIC', 'A066_RP', 'C164_RP', 'C157_RP', 'C166_RP', 'C193_RP', 'C152_RP', 'C207_RP', 'B108_RP', 'C345_HILIC', 'B096_RP', 'B174_HILIC', 'B155_HILIC', 'B163_HILIC', 'B098_RP', 'C154_RP', 'C132_RP', 'C169_RP', 'C375_HILIC', 'C141_RP', 'C300_HILIC', 'C343_HILIC', 'C336_HILIC', 'C312_HILIC', 'C341_HILIC', 'C204_RP', 'B170_HILIC', 'C144_RP']	0.987264030626176	False	0.9971691350998959	(P40, KO) / (P2, KO)	down
bioenergetic process	bioenergetic process	2	22	['A061_RP', 'A114_HILIC', 'A072_RP', 'A102_HILIC', 'B101_RP', 'A110_HILIC', 'A008_RP', 'A111_HILIC', 'B140_HILIC', 'A022_RP', 'A113_HILIC', 'C286_HILIC', 'A011_RP', 'C172_RP', 'C303_HILIC', 'B107_RP', 'A109_HILIC', 'A042_RP', 'C242_HILIC', 'C240_HILIC', 'A073_RP', 'B080_RP']	0.9971691350998959	False	0.9971691350998959	(P40, KO) / (P2, KO)	down
glycolysis	glycolysis	8	14	['C223_HILIC', 'A059_HILIC', 'A054_RP', 'A001_HILIC', 'A088_HILIC', 'C111_RP', 'A041_RP', 'A074_HILIC', 'A051_HILIC', 'A039_RP', 'A075_HILIC', 'A048_HILIC', 'B157_HILIC', 'A050_RP']	0.03766190402403673	False	0.22597142414422036	(P40, KO) / (E14_5, KO)	up
