ID	Name	(P40, WT) / (E14_5, WT)	(P40, WT) / (E14_5, WT).1
B132_HILIC	D-α-Hydroxyglutaric acid	0.520000000000000	0.004682609457860000000000000000
B163_HILIC	Oleamide	-1.440000000000000	0.000081621068780988600000000000
B172_HILIC	11(Z),14(Z)-Eicosadienoic acid	0.900000000000000	0.000230152249849032000000000000
B155_HILIC	Myristic acid	-0.680000000000000	0.012204128670414500000000000000
B136_HILIC	Nonanoic acid	-2.570000000000000	0.030194202294677500000000000000
B138_HILIC	7-Methylguanine	-2.050000000000000	0.000000065014321782676500000000
A096_HILIC	Cytidine 5'-diphosphate (5'-CDP)	-2.780000000000000	0.020394042572051200000000000000
A100_HILIC	Cytidine 5'-triphosphate (5'-CTP)	-6.560000000000000	0.000000000138196312549549000000
A040_HILIC	Guanine	-3.540000000000000	0.000038458439247444600000000000
A104_HILIC	Guanosine 5'-triphosphate (5'-GTP)	-1.190000000000000	0.020354783003174100000000000000
B158_HILIC	Pseudouridine	-1.550000000000000	0.000216916730008177000000000000
A095_HILIC	Thymidine 5'-diphosphate (5'-TDP)	-5.060000000000000	0.000000008144267242428290000000
A085_HILIC	Thymidine 5'-monophosphate (5'-TMP)	-1.970000000000000	0.000113435452390426000000000000
B183_HILIC	Uridine 5'-diphosphate (UDP)	-5.550000000000000	0.000000000006006286377348920000
A042_HILIC	Orotic acid	-2.420000000000000	0.000000001698375947188850000000
A106_HILIC	UDP-N-acetylglucosamine	-1.500000000000000	0.000000061626229921003800000000
A105_HILIC	Uridine 5'-diphosphoglucose	-0.960000000000000	0.000025434133022870100000000000
B186_HILIC	Uridine 5'-diphosphoglucuronic acid	-2.120000000000000	0.000000170127220517530000000000
A043_HILIC	Allantoin	-1.440000000000000	0.007814781621840220000000000000
A092_HILIC	(-)-Riboflavin	-0.640000000000000	0.044770706898487100000000000000
A083_HILIC	Retinoic acid	-4.260000000000000	0.001420356495406090000000000000
C220_HILIC	acetyltaurine	-2.320000000000000	0.000000030692920970996900000000
C222_HILIC	3-Sulfamoylalanine	-2.430000000000000	0.003555658608196790000000000000
C233_HILIC	Homo-L-arginine	-5.040000000000000	0.000000000022503711856932300000
C207_HILIC	g-Butyrobetaine	-1.470000000000000	0.000000621189989404173000000000
C191_HILIC	2-Amino-3-butenoic acid	-3.130000000000000	0.000012655384851444700000000000
C217_HILIC	N-(4-Hydroxybutanoyl)glycine	-1.940000000000000	0.000014729038190149300000000000
C278_HILIC	N-Tridecanoylglycine	-2.570000000000000	0.004213736741620520000000000000
C257_HILIC	N-Undecanoylglycine	-2.520000000000000	0.003375202620868730000000000000
A033_HILIC	6-Oxo-pipecolinic acid	-4.090000000000000	0.000000651646891720994000000000
C226_HILIC	N~6~,N~6~-Dimethyllysine	-2.280000000000000	0.000005271710921616740000000000
B130_HILIC	DL-Stachydrine	-3.600000000000000	0.000031889016196295200000000000
C200_HILIC	Pentahomoserine	-2.320000000000000	0.000031417791543685700000000000
C301_HILIC	N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine	-2.430000000000000	0.000000031349011897545900000000
C250_HILIC	N-(tert-Butoxycarbonyl)-L-leucine	-4.130000000000000	0.000000000033251809242581700000
B175_HILIC	4-Dodecylbenzenesulfonic acid	-2.860000000000000	0.000011969194156700800000000000
C227_HILIC	3,3'-Thiobispropanoic acid	-2.670000000000000	0.000000002850726190682860000000
C208_HILIC	alpha-Ketoglutaric acid	-4.940000000000000	0.000000000458783456580205000000
C286_HILIC	ophthalmic acid	-2.880000000000000	0.000005936237440517170000000000
A112_HILIC	PC	-2.740000000000000	0.000000026488559346453100000000
C265_HILIC	Asp-Asp	0.860000000000000	0.000840108939979304000000000000
C273_HILIC	glu-asp	-1.830000000000000	0.000000248083454331627000000000
C277_HILIC	threonylphenylalanine	-1.950000000000000	0.025517780598867200000000000000
B151_HILIC	Valylproline	-2.730000000000000	0.000000022617831298101900000000
C224_HILIC	Hydantoin-5-propionic acid	-1.230000000000000	0.000000121457471220424000000000
C292_HILIC	glycidyl oleate	-0.730000000000000	0.020236007850974800000000000000
B149_HILIC	Acetyl-L-carnitine	-1.240000000000000	0.000011435135981241800000000000
B181_HILIC	Palmitoylcarnitine	0.770000000000000	0.044935748174234600000000000000
C264_HILIC	(R)-3-hydroxybutyrylcarnitine	-1.560000000000000	0.000152647953901294000000000000
C260_HILIC	2-methylbutyrylcarnitine	-1.850000000000000	0.010799913034394300000000000000
C293_HILIC	cis-5-Tetradecenoylcarnitine	-1.580000000000000	0.000852283671921925000000000000
c363_HILIC	L-Hexanoylcarnitine	-5.140000000000000	0.000000000091927506876540300000
c378_HILIC	trans-2-Tetradecenoylcarnitine	-1.550000000000000	0.001127229762334320000000000000
B179_HILIC	Erucamide	-4.200000000000000	0.000005867961376028580000000000
C291_HILIC	(2E,4Z)-N-Isobutyl-2,4-octadecadienamide	-2.840000000000000	0.000265296746756569000000000000
B123_HILIC	2-Hydroxycaproic acid	-1.870000000000000	0.004138779007941230000000000000
B152_HILIC	12-Aminododecanoic acid	-2.770000000000000	0.000190446854293984000000000000
C334_HILIC	1-[(9Z)-octadec-9-enoyl]-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	-3.370000000000000	0.000064272469651967700000000000
C310_HILIC	1-Oleoyl-2-hydroxy-sn-glycero-3-PE	0.540000000000000	0.039140760303397000000000000000
C335_HILIC	1-palmitoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	-3.500000000000000	0.000000000023959792931045100000
C306_HILIC	1-Palmitoyl-2-hydroxy-sn-glycero-3-PE	-1.280000000000000	0.000073182338952094000000000000
C336_HILIC	1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine	-1.270000000000000	0.024793036445828700000000000000
C312_HILIC	1-Stearoyl-2-hydroxy-sn-glycero-3-PE	-1.500000000000000	0.000262659892160143000000000000
C332_HILIC	1-tetradecanoyl-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	-3.860000000000000	0.000000000126796218705686000000
C330_HILIC	1-tetradecanoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	-6.540000000000000	0.000000000003299087854754150000
B185_HILIC	Glycerophospho-N-palmitoyl ethanolamine	-1.500000000000000	0.000000588928814082424000000000
C308_HILIC	L-alpha-lysophosphatidylcholine	-2.760000000000000	0.000000000166901117642946000000
C328_HILIC	PC(14:0/14:0)	-7.590000000000000	0.000000000003299087854754150000
C340_HILIC	PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	-1.920000000000000	0.000000000004012481168580920000
C339_HILIC	PC(o-16:0/20:4(8Z,11Z,14Z,17Z))	-1.660000000000000	0.005120110120014490000000000000
C338_HILIC	PS(18:0/16:1(9Z))	-4.420000000000000	0.000000006172510948703800000000
B188_HILIC	Palmitoyl sphingomyelin	-3.440000000000000	0.000005709822348985460000000000
C285_HILIC	1-Methylinosine	-3.750000000000000	0.000000002047364704352660000000
C284_HILIC	1-Methyladenosine	-1.260000000000000	0.000157316348627154000000000000
C326_HILIC	CMP-sialic acid	0.550000000000000	0.038886186312096500000000000000
B168_HILIC	N2-Methylguanosine	-3.650000000000000	0.000000000159648192718434000000
B165_HILIC	Orotidine	-2.800000000000000	0.000000000010007434597315400000
C299_HILIC	uridine 5′-diphosphate	-1.110000000000000	0.000019663106371153800000000000
C325_HILIC	GDP-fucose	0.350000000000000	0.038811847527729300000000000000
C214_HILIC	delta-guanidinovaleric acid	-4.530000000000000	0.000000006201731183838610000000
a076_RP	NG-Methyl-L-arginine	-5.230000000000000	0.000000000006654111224288760000
a074_RP	Putrescine	-4.370000000000000	0.000000000002733859650289180000
A024_RP	Spermidine	-1.050000000000000	0.004874925365142200000000000000
A012_RP	Threonine	-3.560000000000000	0.000000000002960668747202060000
A039_RP	D-(+)-Glucose	0.970000000000000	0.000561822740075040000000000000
A059_RP	5-Deoxy-5'-(methylthio) adenosine (MTA)	-1.660000000000000	0.000039815931625881800000000000
C139_RP	5-(Phosphonooxy)-L-lysine	-3.250000000000000	0.000000000002281058225189310000
C117_RP	Stachydrine	-3.910000000000000	0.000004541370243471570000000000
C125_RP	Guanidinoethyl Sulfonate	-2.660000000000000	0.000007287907218557980000000000
B088_RP	Isophthalic acid	-1.960000000000000	0.000065546516150916700000000000
c185_RP	(R)-3-hydroxybutyrylcarnitine	-1.860000000000000	0.000004641451701350510000000000
c204_RP	3, 5-Tetradecadiencarnitine	-5.840000000000000	0.000000098620665793907600000000
C136_RP	butyrylcarnitine	-3.500000000000000	0.000010653517437517300000000000
c201_RP	decanoylcarnitine	-3.160000000000000	0.000000216054450708017000000000
B098_RP	Hexanoylcarnitine	-5.140000000000000	0.000000000095696815856254200000
C143_RP	Isovalerylcarnitine	-1.820000000000000	0.002896775132276910000000000000
c197_RP	Octanoylcarnitine	-4.590000000000000	0.000000122535868619797000000000
C161_RP	L-alpha-lysophosphatidylcholine	-1.670000000000000	0.000000098620665793907600000000
C116_RP	Phosphoryethanolamine	-0.560000000000000	0.000067300743309565800000000000
