																															Class	Blank	Blank	KO	KO	KO	KO	KO	WT	WT	WT	WT	WT
15600	3.423	400.34167	CAR 16:0	[M+H]+	similar chromatogram in higher mz_20045; similar chromatogram in higher mz_24681; similar chromatogram in higher mz_22079	0.889	TRUE	6.08	400.3421	C23H45NO4	CAR	XOMRRQXKHMYMOC-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCCCCCCCCCC)C[N+](C)(C)C	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93	67.3	85.6	100	233.66	Cell_WT_2A	400.34161:4646316 401.34496:1075316 402.34832:0	81.06999:2983 83.08521:2144 85.02856:282178 85.10107:2791 91.62397:1943 95.08569:3712 144.10274:9154 168.00636:1755 202.07814:53660 203.08194:11160 219.71207:1852 239.23849:4396 281.70428:1783 341.27194:20695 366.38513:1741 400.33777:153629	660360	918047	2162869	1379412	3662375	1489476	2054526	1944189	2804378	4646316	2820683	2822426
15461	2.499	398.32626	CAR 16:1	[M+H]+		0.722	TRUE	5.52	398.32651	C23H43NO4	CAR	JFAGPSOZZSTLRF-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCCC=CCCCCCC)C[N+](C)(C)C	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	91.2	52.8	85.6	100	38.17	Cell_QC_01	398.32657:541332 399.32992:129123 400.33328:1820	85.02826:29100 92.5414:1560 117.44281:1704 202.07692:15354 203.08534:3961 339.2525:1720 360.97412:1874 398.32169:16006	47953	48545	301611	200937	533695	259493	292914	349741	415385	639765	413523	351273
17126	4.634	428.3732	CAR 18:0	[M+H]+		0.889	TRUE	6.69	428.37341	C25H49NO4	CAR	FNPHNLNTJNMAEE-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCCCCCCCCCCCC)C[N+](C)(C)C	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	95.8	71.5	86.2	100	435.45	Cell_QC_01	428.37335:6301960 429.3767:3531118 430.38006:523150	75.09978:8542 81.06998:4057 83.08519:3970 85.02854:460599 85.10105:3401 95.08567:6663 97.10154:3817 144.10243:12370 202.07814:58959 203.08189:15441 267.26706:8141 369.29816:32652 428.37158:276385	458952	564579	3507960	2211878	6340532	2952649	4111442	3387203	4425996	7707412	4477245	4708284
17019	3.725	426.35718	CAR 18:1	[M+H]+	similar chromatogram in higher mz_23962; similar chromatogram in higher mz_17698; similar chromatogram in higher mz_28543; similar chromatogram in higher mz_26091; similar chromatogram in higher mz_32529	0.778	TRUE	6.25	426.35779	C25H47NO4	CAR	IPOLTUVFXFHAHI-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCCC=CCCCCCCCC)C[N+](C)(C)C	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93.8	64.9	85.3	100	136.76	Cell_QC_01	426.35727:1920233 427.36062:594266 428.36398:0	78.15788:1811 85.02829:83460 95.0857:2583 127.61859:1868 144.10248:3668 176.5502:1810 202.07762:18305 203.08194:4492 265.25415:2864 367.2876:3056 426.35507:42854	46882	104617	1080618	680568	1803165	916357	1083028	1198118	1407370	2097635	1509076	1334273
16891	2.83	424.34183	CAR 18:2	[M+H]+	ion correlated with 8988	0.444	TRUE	5.88	424.3421	C25H45NO4	CAR	MJLXQSQYKZWZCB-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCCC=CCC=CCCCCC)C[N+](C)(C)C	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	91	45.7	85.4	100	10.63	Cell_KO_2A	424.34183:471116 425.34518:258536 426.34854:0	75.55805:1947 83.08517:1870 85.02823:24289 88.52858:1839 89.05987:2249 105.94514:1897 133.08701:2114 190.02548:1573 191.51195:1692 195.12201:1847 202.07687:13473 203.08182:4545 396.94565:1870 424.3429:12824	16273	43295	205290	152613	471116	184103	178915	201661	215644	406515	232017	225812
18276	2.766	448.34247	CAR 20:4	[M+H]+	similar chromatogram in higher mz_35331	0.722	TRUE	5.68	448.3421	C27H45NO4	CAR	VPEBWBVNBKLXSR-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)C[N+](C)(C)C	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	91.8	68.6	87.9	100	72.09	Cell_QC_03	448.3414:539487 449.34475:148886 450.34811:46049	85.02824:16089 95.08678:1945 107.08653:2117 119.08531:1894 140.18704:1499 202.07819:5647 210.18629:2403 448.34753:16765	0	0	386244	295148	1368916	432289	381856	401288	439777	816312	412997	395368
3375	0.782	232.15442	CAR 4:0	[M+H]+	ion correlated with 5738; adduct linked to 5225_[M+Na]+	0.778	TRUE	0.7	232.1543	C11H21NO4	CAR	QWYFHHGCZUCMBN-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCC)C[N+](C)(C)C	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	62.1	78.3	100	461.61	Cell_WT_2A	232.15442:13548235 233.15777:1826349 234.16113:0	80.9474:4510 85.02847:930976 144.10246:24151 171.98055:4349 173.07953:114762 202.07825:54713 203.0854:15674 232.15506:280475	285455	370435	4715752	4446083	6436630	4288776	2945977	6063103	8547011	13548235	7419928	5063272
4629	0.798	246.16978	CAR 5:0	[M+H]+		0.444	TRUE	0.68	246.17	C12H23NO4	CAR	VSNFQQXVMPSASB-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCC)C[N+](C)(C)C	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	42.5	87.5	100	125.43	Cell_WT_2A	246.16978:1563293 247.17313:198096 248.17649:0	84.08129:3352 85.02806:84649 85.06526:3250 100.07559:48683 101.09094:1864 117.10188:15177 118.0871:4187 128.07143:1865 141.10402:1881 144.10245:2553 169.09903:2345 187.09529:12439 202.07642:53585 203.08342:15151 223.37717:1776 246.03349:2702 246.10762:2070 246.18184:74334	174580	202943	1147474	554686	695624	686353	599893	1376833	1375180	1563293	1195402	933379
5738	0.816	260.18539	CAR 6:0	[M+H]+	ion correlated with 3375	0.889	TRUE	0.81	260.18561	C13H25NO4	CAR	VVPRQWTYSNDTEA-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCC)C[N+](C)(C)C	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	59.8	80.2	100	677.4	Cell_QC_03	260.18542:7164323 261.18877:1078836 262.19213:79001	81.07001:4438 85.02861:671731 95.08571:2723 99.08025:17082 104.10684:2654 143.06989:2085 144.10263:19424 179.14365:2665 187.07646:4912 189.12639:2530 199.99123:2252 200.03537:3431 201.11298:93354 202.07832:62289 203.08179:19060 232.07051:6695 255.08655:1987 260.18436:228473	755614	972052	5722623	4777858	6816088	4794412	3364465	7104668	8120758	11714935	8028764	5610439
8049	0.912	288.21643	CAR 8:0	[M+H]+		0.833	TRUE	1.37	288.21689	C15H29NO4	CAR	CXTATJFJDMJMIY-UHFFFAOYSA-N	O=C([O-])CC(OC(=O)CCCCCCC)C[N+](C)(C)C	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.8	54.4	80.2	100	729.59	Cell_QC_03	288.2171:6303319 289.22045:1030518 290.22381:130907	85.02851:334742 109.10185:1856 127.11126:11753 128.74918:1752 144.1026:8578 202.07799:65130 203.08195:17363 229.14441:34443 243.17744:2195 288.15237:4838 288.21646:111632	17278	107761	5419234	4237768	4261058	2440492	1857225	6617040	8346776	10281548	4394708	3353262
32440	17.556	718.64838	CE 22:4	[M+NH4]+	adduct linked to 32717_[M+Na]+; similar chromatogram in higher mz_33730; similar chromatogram in higher mz_58431; similar chromatogram in higher mz_53886; similar chromatogram in higher mz_52788; similar chromatogram in higher mz_58388	0.722	TRUE	14.66	718.64972	C49H80O2	CE	RCPZPCILTQJKPA-UHFFFAOYSA-N	O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1)CCCCCCCCC=CCC=CCC=CCC=CCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95	91.8	27	68.2	100	28.15	Cell_KO_2A	718.64838:2732662 719.65173:1905523 720.65509:519589	81.07001:7162 83.08524:1949 93.0705:2206 95.0853:8872 97.10159:3931 105.06975:3260 107.08659:2821 109.1015:9440 111.11687:3523 119.08537:3030 121.10101:4543 133.10184:4139 133.46201:1543 135.11674:8910 147.11594:17145 149.13281:5726 161.13303:11984 163.14799:1942 175.14792:5181 189.16388:1848 202.07751:62851 203.08415:9037 203.17923:3570 215.17854:3969 217.1969:2599 219.21262:2482 229.19493:2223 243.21385:3684 257.22723:2191 259.2395:2429 287.27368:2598 369.34827:43565 372.4101:1873 519.08734:1971	0	0	491812	337250	2732662	517660	365064	287101	379322	430566	180354	317530
32165	16.848	714.61816	CE 22:6	[M+NH4]+	adduct linked to 32487_[M+Na]+	0.722	TRUE	14.21	714.61841	C49H76O2	CE	VOEVEGPMRIYYKC-UHFFFAOYSA-N	O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1)CCC=CCC=CCC=CCC=CCC=CCC=CCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	96.5	93.1	35.4	68.3	100	58.89	Cell_QC_01	714.61847:1359703 715.62182:785166 716.62518:349886	81.06998:3718 83.0861:1853 87.5352:1686 93.06937:2826 95.08567:4083 97.18658:1645 97.23491:1754 105.67993:1619 106.98286:1886 108.80966:1728 109.0143:1592 109.10179:4839 123.11733:1908 135.1169:5468 137.51236:1763 146.64597:1871 147.11781:9441 149.13274:2364 153.73094:1785 161.13316:6063 175.14783:2667 202.07819:6340 203.17912:2049 203.28345:1859 243.21373:2107 257.22708:1890 259.24438:1918 313.61465:1665 369.34796:23962 568.7038:2174	0	7621	732877	595769	6922498	729453	720999	218853	507525	607631	348860	758461
34242	17.943	746.68103	CE 24:4	[M+NH4]+	similar chromatogram in higher mz_46428; similar chromatogram in higher mz_72490	0.722	TRUE	14.97	746.68103	C51H84O2	CE	XMXAQPGCIBLQSB-UHFFFAOYSA-N	O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1)CCCCCCCCCCC=CCC=CCC=CCC=CCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	95.3	91.4	25.7	67.6	100	40.21	Cell_KO_2A	746.68103:1774052 747.68438:1384018 748.68774:334955	76.35184:2182 80.87234:1724 81.06999:6760 83.08521:4110 88.7801:1741 93.07047:2653 95.08566:9216 95.3813:1572 97.10155:2625 104.82838:1817 105.06971:2434 107.08522:3145 109.10181:5842 111.11683:2202 121.10256:2691 133.10179:3706 135.11592:8093 137.13379:1708 147.11757:11152 149.13277:4280 161.13281:12214 175.14786:5441 185.01128:1914 189.1638:2722 201.16412:2307 202.07736:50645 203.08397:8521 203.17915:2775 205.19641:2164 215.17847:3165 229.19485:2716 243.20921:2190 257.22714:1778 287.27356:2795 361.00708:1846 369.34824:33421	0	0	318572	299931	1774052	316216	212047	231112	231826	240585	106989	259797
22913	10.506	538.51898	Cer 34:1;2O|Cer 18:1;2O/16:0	[M+H]+	ion correlated with 36982; adduct linked to 22017_[M+H-H2O]+	0.889	TRUE	9.38	538.51941	C34H67NO3	Cer_NS	YDNKGFDKKRUKPY-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	98.7	84.8	87.5	100	929.38	Cell_WT_1A	538.51904:20081928 539.52239:9811903 540.52575:1919134	79.05376:7962 81.06982:11565 82.06475:31423 83.08519:6570 93.06937:6184 95.08564:13846 96.08059:7578 97.10154:3386 107.08521:3859 109.10179:5711 121.10094:5852 135.1169:4322 202.07829:58744 203.08202:12857 236.23775:6284 252.26877:65125 256.26434:9397 264.26648:667041 282.27808:88831 283.2829:3496 490.49936:4561 502.50323:8950 520.50983:22849	136958	156517	22583130	15327835	22631786	15470516	17114318	20081928	26243420	27043204	18751012	25610750
22017	10.508	520.50873	Cer 34:1;2O|Cer 18:1;2O/16:0	[M+H-H2O]+	adduct linked to 22913_[M+H]+; adduct linked to 24081_[M+Na]+; found in higher mz's MsMs_25190; similar chromatogram in higher mz_46301; similar chromatogram in higher mz_50249; similar chromatogram in higher mz_78508	0.833	TRUE	9.38	520.50879	C34H67NO3	Cer_NS	YDNKGFDKKRUKPY-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	98.7	87.3	92.7	100	676.47	Cell_KO_2A	520.50873:14927339 521.51208:7057836 522.51544:1407955	79.0538:16196 81.06997:26767 82.06477:85515 83.08506:11836 85.10107:6600 93.06918:17053 95.08563:26081 96.08056:15507 97.10156:8304 107.08509:13003 109.10092:10238 110.09618:4037 111.11684:3686 121.10099:13554 123.11736:4942 135.1172:9879 202.07814:59883 203.08159:14087 236.23779:13212 247.24236:4315 252.26883:143786 256.26462:24276 264.26654:1402215 280.26263:3326 282.27835:192087 490.49945:6577 502.50177:23232 520.51044:40818	129608	140310	15151912	9873381	14927339	10183443	10907505	12991508	17702684	17158396	12306852	16416378
22789	9.479	536.50342	Cer 34:2;2O|Cer 18:2;2O/16:0	[M+H]+	adduct linked to 21896_[M+H-H2O]+; adduct linked to 23976_[M+Na]+; similar chromatogram in higher mz_31642; similar chromatogram in higher mz_35089; similar chromatogram in higher mz_36560; similar chromatogram in higher mz_72281; similar chromatogram in higher mz_58473; similar chromatogram in higher mz_50124; similar chromatogram in higher mz_86274; similar chromatogram in higher mz_46192; similar chromatogram in higher mz_87236; similar chromatogram in higher mz_45043; similar chromatogram in higher mz_71076; similar chromatogram in higher mz_59756	0.722	TRUE	8.95	536.50372	C34H65NO3	Cer_NS	GMWIWVUTMCBDSP-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)CCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.7	48	68.3	100	186.31	Cell_WT_4A	536.50348:1453100 537.50683:827434 538.51019:0	82.06477:2380 87.7095:1622 95.0857:1764 96.89516:1682 106.48786:1657 129.00554:1637 158.0193:1687 202.07742:58578 203.08073:12794 250.25142:3554 262.25061:56179 280.26266:6310 299.06204:2975 305.11829:1669 355.84329:1614	2221	9436	1085617	901277	1478088	900409	1213198	1035539	1392249	1712030	1194669	1453100
24503	12.038	568.56665	Cer 36:0;2O|Cer 18:0;2O/18:0	[M+H]+	similar chromatogram in higher mz_25438	0.111	TRUE	11.31	568.56628	C36H73NO3	Cer_NDS	KZTJQXAANJHSCE-UHFFFAOYSA-N	O=C(NC(CO)C(O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.5	26.9	57.8	100	118.37	Cell_QC_03	568.56665:1114911 569.57:537182 570.57336:114153	81.06995:5368 88.39075:1783 95.08563:4508 104.5737:1891 109.10175:2846 123.15993:1844 202.07729:74518 203.0817:14749 208.28261:1841 254.28136:2635 266.2832:13256 281.29593:2170 282.30667:3207 283.27899:22986 284.2916:46672 285.28952:9656 300.30728:4244 301.31552:5261 302.30994:4231 309.32581:2533 310.31424:6057 311.3103:22165 312.31598:29759 313.32004:13871 328.33978:3998 329.34189:4891 330.34857:3098 532.54523:4656 550.55719:56173 568.57336:5944	445771	533404	2119045	1094889	1847173	1331636	1376557	1535616	1767295	1911487	1344741	1741712
24402	11.655	566.54974	Cer 36:1;2O|Cer 18:1;2O/18:0	[M+H]+	adduct linked to 23473_[M+H-H2O]+	0.778	TRUE	10.71	566.55072	C36H71NO3	Cer_NS	VODZWWMEJITOND-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.1	87.2	87.5	100	849.62	Cell_KO_3B	566.55005:38196168 567.5534:19507388 568.55676:3749546	79.05373:5815 81.06995:8220 82.06463:25656 83.08517:2690 93.06934:5490 95.08596:9211 96.08056:6715 97.10151:3159 107.0865:2485 109.10039:3973 135.11685:2650 202.0788:9344 252.26857:47721 264.26639:479392 282.27832:62728 283.28281:3390 284.29279:8244 310.30768:2771 518.53375:5811 530.53003:7493 548.52985:14709	113986	194621	55971720	36530760	60616428	38196168	40611780	54395580	82766232	93546144	56004192	62568248
23473	11.655	548.53979	Cer 36:1;2O|Cer 18:1;2O/18:0	[M+H-H2O]+	ion correlated with 25478; adduct linked to 24402_[M+H]+; similar chromatogram in higher mz_26289; similar chromatogram in higher mz_28294; similar chromatogram in higher mz_30026; found in higher mz's MsMs_26678; found in higher mz's MsMs_26666; found in higher mz's MsMs_67066	0.833	TRUE	10.71	548.5401	C36H71NO3	Cer_NS	VODZWWMEJITOND-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.1	87.2	91.8	100	1057.95	Cell_KO_1B	548.5401:19775808 549.54345:9492055 550.54681:1663837	79.05466:19450 81.06986:27057 82.06466:81203 83.08517:9645 85.10098:6342 86.05981:3526 93.06927:16471 95.08544:25778 96.08024:17680 97.10146:7554 107.08494:12132 109.10171:14166 121.1006:12600 123.11723:4017 135.11678:8199 202.07794:57384 203.08084:12324 210.18611:3293 247.24208:3903 252.22046:3197 252.26863:149569 264.26624:1449100 282.27802:195541 284.29297:25173 308.29648:4280 518.53607:12114 530.52893:19892 548.53223:40210	71803	120574	30030490	19775808	33047682	20230174	22417138	28890922	44133676	49557228	29851074	33392426
24296	10.665	564.53394	Cer 36:2;2O|Cer 18:2;2O/18:0	[M+H]+	adduct linked to 23355_[M+H-H2O]+	0.778	TRUE	9.95	564.53497	C36H69NO3	Cer_NS	WNPWDGNHTKGEDS-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.5	80.5	87.5	100	2527.32	Cell_QC_02	564.5343:29358328 565.53765:15375295 566.54101:2774637	79.05377:3291 81.07002:8557 82.06474:22055 83.08521:4346 93.0694:5283 94.06561:2452 95.08569:7767 96.0806:5816 97.10155:2760 109.10044:2860 114.41662:2036 121.10097:2508 135.11691:3076 202.07809:50561 203.08203:13214 209.19133:1995 250.25142:35800 262.25156:400118 264.26685:12994 280.26276:53770 282.27838:2770 284.29291:7247 516.51312:3419 528.5119:6999 546.51929:11893	0	4484	20241670	17017462	28161904	15385120	18926538	21086896	30239920	41183140	22558512	26235398
23355	10.665	546.52356	Cer 36:2;2O|Cer 18:2;2O/18:0	[M+H-H2O]+	ion correlated with 33006; ion correlated with 33417; ion correlated with 39599; ion correlated with 38187; adduct linked to 24296_[M+H]+; found in higher mz's MsMs_26560; similar chromatogram in higher mz_32420; adduct linked to 25389_[M+Na]+; similar chromatogram in higher mz_26560; similar chromatogram in higher mz_30805; similar chromatogram in higher mz_36175; similar chromatogram in higher mz_69034; similar chromatogram in higher mz_84502	0.778	TRUE	9.95	546.52448	C36H69NO3	Cer_NS	WNPWDGNHTKGEDS-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.5	84.9	92	100	1356.16	Cell_QC_02	546.52386:14798362 547.52721:6932686 548.53057:1638946	79.05389:20123 81.06996:39482 82.06473:92565 83.08485:12247 85.10105:4376 91.05378:11467 93.06953:21781 94.06558:6774 95.08566:34890 96.08046:19243 97.10154:5250 105.06969:6076 107.08549:15387 108.08038:4639 109.10162:16119 110.09615:3247 119.08531:4588 121.10081:16329 123.11733:6490 133.10178:5206 135.1169:8262 147.11604:4041 149.13055:3610 202.07816:47830 203.08144:13214 250.25133:142670 252.26875:2749 262.2515:1439656 263.25858:2721 264.2666:28856 280.26257:192729 282.27832:6008 284.29318:24904 308.29672:3258 516.51306:8499 528.51324:23802 546.52069:36348	577	550	9436289	7930721	13674143	7439468	8983030	10365683	15328740	20314340	10869266	12836496
25802	12.729	594.58093	Cer 38:1;2O|Cer 18:1;2O/20:0	[M+H]+	ion correlated with 39270; adduct linked to 24883_[M+H-H2O]+	0.722	TRUE	12.05	594.58197	C38H75NO3	Cer_NS	XWBWIAOWSABHFI-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	99.5	54.3	76.2	100	48.26	Cell_WT_3B	594.58234:1310805 595.58569:657355 596.58905:117035	77.09386:1776 78.76172:1717 82.06554:4466 88.70975:1741 95.08556:1725 99.97048:1776 121.18083:1719 202.07713:51780 203.08029:12057 252.26848:6063 264.27029:66282 282.27652:10129 292.3002:6559 311.31378:2281 361.08899:1901 421.79614:1760 576.56519:2347	70766	68153	1069460	847044	1536611	886354	973796	1145424	1668474	2451770	1310805	1636208
