																															Class	Blank	Blank	KO	KO	KO	KO	KO	QC	QC	QC	QC	QC	QC	WT	WT	WT	WT	WT								
9942	12.853	704.61932	Cer 42:3;2O|Cer 18:2;2O/24:1	[M+CH3COO]-	adduct linked to 9417_[M+Cl]-; adduct linked to 8700_[M-H]-; similar chromatogram in higher mz_17718	0.889	TRUE	12.67	704.61981	C42H79NO3	Cer_NS	RYZWCKUTHDRXFD-UHFFFAOYSA-N	O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)CCCCCCCCCCCC=CCCCCCCCCCC	310	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	100	67.6	89	100	187.4	Cell_QC_05	704.61926:1601169 705.62261:940233 706.62597:248719	167.73386:1799 201.07297:2612 202.07892:51328 203.08659:19160 220.17902:1652 235.20901:7298 237.22224:5021 261.2251:3107 263.2384:3033 347.3349:6447 358.28644:2078 362.34183:2063 363.32904:2062 364.362:4092 365.3407:2279 388.35831:20197 390.37692:27361 406.37146:3484 583.1073:1764 596.5871:6578 612.57269:6390 614.59595:12173 644.6004:75047 651.37567:1696	0	16137	887526	787123	2640911	962969	1154811	1385150	1490186	1498201	1464410	1601169	1698115	1148139	1191871	2339188	1108296	2186870	8068.529785	1286668.05	1522871.833	1594872.825	11410.62425	768927.9605	110365.5129	613026.3688
19755	14.488	1317.88831	CL 62:3|CL 14:0_16:1_16:1_16:1	[M-H]-	ion correlated with 17697	0.889	TRUE	12.83	1317.88672	C71H132O17P2	CL	NPLQFOOMTUUOOG-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	97.2	39.6	73.7	100	1662.13	Cell_WT_2A	1317.88831:277309 1318.89166:325106 1319.89502:108163	77.91703:1595 78.9593:5050 88.44239:1712 152.9964:7140 165.59805:1711 189.84473:1667 196.9187:1631 201.06952:1975 202.07886:52354 203.08681:18281 225.98544:1668 227.2014:6559 244.99976:1722 253.21823:22381 329.70703:1921 380.65878:1556 389.2157:5983 407.21835:2143 465.82843:1698 617.42383:3385 643.42737:4058 1317.90369:2842	0	0	110804	88075	104299	93897	87800	124311	119277	142910	134204	139383	124003	123647	187629	277309	149846	128955	0	96975.12031	130681.3568	173477.2891	0	10219.78941	9517.407556	63255.38875
19858	15.076	1345.92151	CL 64:3|CL 14:0_16:1_16:1_18:1	[M-H]-		0.889	TRUE	13.03	1345.91797	C73H136O17P2	CL	UHPRTPFXOHPOLY-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	95.8	52.2	78.2	100	6363.03	Cell_WT_1A	1345.92151:488170 1346.92486:492708 1347.92822:332616	78.95901:17195 96.97024:2938 125.16284:1704 152.99583:27744 202.07886:61756 203.08633:19754 227.20061:17706 253.21861:64735 281.24936:17738 297.0481:1655 363.19614:5432 389.21484:15619 407.21848:5924 417.24371:4364 435.24847:1727 491.04031:2111 617.42084:12555 643.44714:5202 645.45013:4139 671.45837:12321 729.78827:1829 807.47278:1807 1345.90771:6397	0	0	470949	373638	508642	454741	374750	532899	598648	568357	524380	582593	559669	488170	714707	864275	550833	582811	0	436543.9375	561091.1458	640159.15	0	60184.25042	28531.38803	150128.054
19855	14.553	1343.90186	CL 64:4|CL 16:1_16:1_16:1_16:1	[M-H]-	ion correlated with 20064	0.889	TRUE	12.99	1343.90234	C73H134O17P2	CL	UYSHBKYVDAZLKJ-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	97.5	48.2	68.5	100	2845.93	Cell_WT_2A	1343.90186:485674 1344.90521:383671 1345.90857:260662	76.66269:2073 78.95892:15962 82.58733:1849 113.09322:1710 151.33145:1648 152.99567:26264 202.0787:54725 203.0863:20894 253.21844:99911 354.05862:1667 389.21429:19073 407.22818:5794 606.0199:2083 643.44257:25395 699.48193:3589 980.32495:2415 1343.89441:7089	0	0	167389	163473	206851	205073	169695	225460	284204	240104	247444	251139	277757	234117	331483	485674	295754	230479	0	182496.2188	254351.4193	315501.0813	0	21545.57458	22515.50524	104230.7398
19981	15.624	1373.94861	CL 66:3|CL 14:0_18:1_16:1_18:1	[M-H]-	similar chromatogram in higher mz_20442	0.889	TRUE	13.31	1373.94934	C75H140O17P2	CL	HARSLSTUQQWMBE-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	94.7	55.9	79.2	100	6840.04	Cell_WT_1A	1373.94873:759959 1374.95208:709271 1375.95544:449833	78.95908:19616 96.97026:3548 119.48127:1883 152.99588:40429 167.57758:1592 202.07895:64163 203.08685:24642 227.20134:21588 253.21867:57105 255.23364:10874 281.24966:54005 363.1962:6722 381.20334:2608 389.21384:14541 393.7717:1837 407.21854:6786 417.24356:11389 435.25946:3251 502.34671:1775 617.42407:3045 645.44592:16913 671.45514:15775 699.50452:5650 1373.95764:7971	0	0	742439	576990	796335	745152	665455	878012	866625	843890	872322	949750	882243	759959	1122098	1275888	829736	1019530	0	705274.2625	882140.3854	1001442.038	0	85594.74478	35744.45067	210951.6347
19972	15.122	1371.93311	CL 66:4|CL 16:1_16:1_16:1_18:1	[M-H]-	similar chromatogram in higher mz_20065; similar chromatogram in higher mz_20352; similar chromatogram in higher mz_20464	0.889	TRUE	13.22	1371.93359	C75H138O17P2	CL	RLNUSHBADPLXEA-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	96.4	53.4	69.1	100	18151.76	Cell_KO_3B	1371.9325:1191634 1372.93585:1253216 1373.93921:581584	78.95885:28702 92.21165:1701 94.72115:1824 96.97015:3143 137.73116:1835 152.99568:48898 202.07867:56833 203.08618:20696 220.62267:2266 253.21846:139881 259.81171:1705 281.2496:28728 389.2142:29613 407.21674:11063 417.24335:4647 643.44287:23971 671.45831:22447 727.49768:2770 779.44281:2383 807.44452:3411 1371.94104:7538	0	0	1148444	1010683	1223360	1191634	1051557	1458417	1423691	1490719	1462997	1480907	1512964	1395533	2021396	2209718	1479378	1500116	0	1125135.713	1471615.667	1721228.15	0	91003.66346	30679.74392	368165.3605
19959	14.646	1369.91663	CL 66:5|CL 16:1_16:1_16:1_18:2	[M-H]-	ion correlated with 20188	0.722	TRUE	13.07	1369.91797	C75H136O17P2	CL	WVCOJLSQRPPOKH-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCCC=CCC=CCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	97.5	45.2	69.9	100	321.03	Cell_WT_2A	1369.91663:350853 1370.91998:341247 1371.92334:188194	78.95898:12255 87.87012:1803 96.7905:1762 152.99577:18724 179.73946:1676 183.31781:1632 202.07872:50343 203.08658:23182 253.21884:47452 270.46338:1688 279.23373:16928 318.06708:1916 389.20596:10256 394.80518:1715 407.21829:4135 415.22534:3642 433.23889:2405 643.44684:6342 669.46216:9359 1369.93103:2519	0	0	158667	126192	189231	152414	155224	217702	213852	177719	195858	192195	199793	173737	265155	350853	182775	186841	0	156345.2578	199519.8932	231872.0156	0	22432.0648	14686.23187	75964.16029
20119	16.565	1403.99597	CL 68:2|CL 16:0_18:1_16:0_18:1	[M-H]-		0.889	TRUE	13.7	1403.99634	C77H146O17P2	CL	YZWJSAMZESCYDC-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	92	60.8	38.9	100	3291.59	Cell_WT_2A	1403.99597:780181 1404.99932:955226 1406.00268:439571	78.95895:26348 96.97021:4084 122.14604:2360 130.59955:1902 152.99577:48584 202.0788:57897 203.08691:20599 255.23279:126996 281.24969:60406 391.22183:33164 409.23611:14237 417.24426:8851 435.24832:2058 673.48962:48057 729.50415:3773 809.48676:4414 1404.02856:5737	0	7013	433251	302495	607410	312067	396678	492693	503032	512606	514998	509178	546396	365333	608910	780181	470409	600048	3506.598633	410379.9125	513150.4896	564976.075	4959.079344	123325.2181	18141.86574	156743.0397
20108	16.118	1401.97839	CL 68:3|CL 16:0_18:1_16:1_18:1	[M-H]-		0.389	TRUE	13.49	1401.98059	C77H144O17P2	CL	GEJZGBPRNMAZRP-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93.2	60.1	50.4	100	16448.52	Cell_WT_1B	1401.97839:1098963 1402.98174:909127 1403.9851:652975	78.95901:31728 96.97021:5945 113.33759:1756 152.99594:45249 191.24965:1807 202.07901:57864 203.08661:21048 227.20052:8184 253.21863:51074 255.2325:48743 281.24979:67397 389.21545:14057 391.22165:12002 407.21832:3905 409.23798:2454 417.24252:12018 435.25925:3209 645.44989:3843 671.45959:23770 673.48718:18486 699.50415:4335 727.49805:2019 807.47247:1980 1402.01001:5595	0	0	693788	573354	844658	646258	678696	787939	775612	857765	814770	832016	849395	724005	1098963	1188133	778466	967215	0	687350.8125	819582.7292	951356.425	0	99430.6665	33042.85362	199801.1661
9846	15.655	699.47833	CL 68:4|CL 16:1_16:1_18:1_18:1	[M-2H]2-	similar chromatogram in higher mz_20195; similar chromatogram in higher mz_20100; similar chromatogram in higher mz_20491; similar chromatogram in higher mz_20515	0.889	TRUE	13.38	699.47882	C77H142O17P2	CL	UKYJZWLLPJULLU-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	94.9	54.7	67.4	100	96.15	Cell_QC_05	699.47833:781168 700.48168:376644 701.48504:0	78.95933:1564 106.49231:1675 152.99644:7142 202.07904:54864 203.08722:18003 223.8277:1723 253.21902:46252 254.22363:3628 281.25:52172 282.25558:4131 389.21582:7575 417.24374:4596 497.74307:2080 699.57104:7527	0	0	661026	597091	665659	619146	577791	671294	739349	758037	794856	781168	830406	746991	1080235	1048729	737656	897969	0	624142.75	762518.3229	902316.0125	0	38694.97073	54554.79163	161515.8969
20100	15.657	1399.96362	CL 68:4|CL 16:1_18:1_16:1_18:1	[M-H]-	adduct linked to 20099_[M+Hac-H]-	0.889	TRUE	13.37	1399.96484	C77H142O17P2	CL	YLUKLXPQKZSOFF-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	94.8	46.9	63.5	100	39394.58	Cell_KO_4A	1399.96399:2467044 1400.96734:2559540 1401.9707:1565595	78.95901:65128 96.96996:10174 152.99591:119625 202.07883:52870 203.08701:18894 227.20146:6103 253.21863:235351 255.23375:5307 279.23315:17273 281.24969:159332 389.21414:57208 407.21768:24242 415.22549:5044 417.24194:30800 435.25934:7919 643.42426:10763 645.45007:3903 671.45959:78705 697.48792:3488 699.50317:10498 727.48669:10091 795.11261:2052 803.32996:2064 807.47211:8677 835.50305:2699 957.30682:2087 1082.0835:2263 1399.98145:10580	0	0	2660956	2242316	2780824	2635990	2467044	3228704	3059014	3047422	3111459	3161688	3260655	2940223	4346691	4289432	3078073	3566200	0	2557426.1	3144823.625	3644123.9	0	208722.7386	87978.1313	658024.549
20090	15.214	1397.94678	CL 68:5|CL 16:1_18:1_16:1_18:2	[M-H]-		0.056	TRUE	13.31	1397.94934	C77H140O17P2	CL	HKKKKWBSSBEKDM-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCC=CCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	96.4	49.1	47	100	182.55	Cell_KO_4A	1397.94678:811172 1398.95013:848903 1399.95349:432813	78.95893:22383 93.70923:1716 122.46921:1727 143.03476:1560 144.56641:1627 152.99588:31852 161.65671:1907 202.07886:56349 203.08708:21882 215.91275:1716 253.21878:68566 279.23386:36679 281.24985:19965 292.18048:1657 389.21515:14613 407.2186:6108 415.21991:9244 417.24387:3504 433.23923:3095 643.44733:6879 669.45917:11228 671.46423:7779 697.48822:6120 725.47717:1847 1397.92419:4164	0	0	829541	661398	973800	862188	811172	975802	941839	944236	916888	967860	956983	763208	1226092	1352283	944159	930633	0	827619.85	950601.4167	1043275.25	0	112325.134	21106.84447	239717.5992
20064	14.527	1393.91577	CL 68:7|CL 16:1_16:1_16:1_20:4	[M-H]-	ion correlated with 19855	0.889	TRUE	13.05	1393.91797	C77H136O17P2	CL	ORZNUJNAVYAADA-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCCC=CCC=CCC=CCC=CCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	97.8	52.4	41.3	100	2484.35	Cell_WT_2A	1393.91577:459378 1394.91912:515244 1395.92248:270696	77.46253:1628 78.95894:20373 96.97025:4374 108.89194:1606 114.62442:1758 125.61621:1601 152.99557:28408 202.07869:55238 203.08664:17993 224.65398:1670 253.21844:82506 303.23123:10692 389.21262:19242 407.21628:8084 439.23215:2463 537.19879:1676 643.43964:13701 693.45374:11209 779.41748:2077 1284.94067:1796	0	0	160372	150123	212119	169360	176910	225847	232326	238180	227392	234254	211242	207152	306338	459378	224706	238986	0	173776.6313	228206.8411	287312.0813	0	23657.21837	9455.296313	103258.5449
20237	16.59	1430.01318	CL 70:3|CL 16:0_18:1_18:1_18:1	[M-H]-		0.889	TRUE	13.62	1430.01184	C79H148O17P2	CL	JUNMAHCDPSQWFI-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	91.4	39.3	68.2	100	2829.4	Cell_WT_1B	1430.01465:427564 1431.018:437758 1432.02136:268430	78.95904:11472 87.69149:1824 96.00444:1912 117.63283:2020 152.99586:16604 156.82143:1694 197.27748:1607 202.07884:49767 203.0867:18329 248.59712:2298 255.23314:22336 281.25009:35317 283.26578:2108 307.26572:2947 350.59:1790 391.22366:4382 409.23819:2491 417.24228:8530 472.8707:1718 673.49426:4578 699.50452:6928 732.42224:1719 752.30365:1981 995.75812:1850 1430.02344:1832	0	0	259060	211731	403405	229417	228646	296911	336400	352188	319938	314642	335348	246962	427564	434475	294010	371983	0	266451.8875	325904.6146	354998.7906	0	78431.36368	19459.01929	82556.35366
20227	16.163	1427.99609	CL 70:4|CL 16:1_18:1_18:1_18:1	[M-H]-	adduct linked to 10108_[M-2H]2-	0.889	TRUE	13.52	1427.99634	C79H146O17P2	CL	NSHXPPPROQLOLP-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC	410	TRUE	TRUE	TRUE		FALSE	FALSE	null	null	100	93.2	51.9	67.5	100	32276.71	Cell_QC_06	1427.99622:2731188 1428.99957:3256519 1430.00293:1609314	78.95902:33515 94.8863:1908 96.97021:3860 132.14301:1959 152.99582:52535 170.14008:1726 202.07893:50038 203.08644:15728 253.21857:75804 281.24982:146099 389.21402:21494 407.21756:9017 417.24332:30768 435.24673:10196 671.45917:32294 682.30707:1849 699.50232:29994 727.49811:2803 755.53351:4753 807.4726:3765 835.50293:4965 1369.01892:2205 1428.01282:5691	0	0	2392077	1943208	2524759	2305217	2298732	2697980	2588101	2640631	2594479	2659414	2731188	2291015	3307291	3118546	2596082	2934844	0	2292798.625	2651965.583	2849555.6	0	215676.1826	56499.4745	407850.4789
