Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,Sarcosine,89.0477,13.67,0.710353320714767,A026,iHILIC_pos_2020,36.310735718267000,1057,C00213,HMDB0000271,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sarcosine,89.0477,13.67,0.710353320714767,A026,iHILIC_neg_2020,36.310735718267000,1057,C00213,HMDB0000271,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A004_HILIC,L-(+)-Lactic acid,90.0317,4.48,1.080000000000000,0.210000000000000,-0.220000000000000,-0.280000000000000,-0.780000000000000,-0.490000000000000,0.590000000000000,0.520000000000000,-0.070000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,3775459748.124200000000000,702021900.128428000000000,3936607535.405230000000000,2095515491.037920000000000,4111694384.095420000000000,14912326035.706700000000000,6414154319.670590000000000,20445051863.051300000000000,5364256429.628580000000000,6180367105.888590000000000,3871398511.863470000000000,3943914135.461910000000000,4762021349.288570000000000,5218196089.549080000000000,5025314889.538600000000000,6087607611.407730000000000,6530106045.193970000000000,5534490778.812330000000000,7465469088.302620000000000,4701523001.303640000000000,7261359994.835570000000000,6820710063.204130000000000,5744669287.946330000000000,6301581704.500150000000000,1.2E+07,1.4E+07,1.3E+07,1.2E+07,1.1E+07,1.3E+07,1.2E+07,15.8,11.6,19.4,13.4,101.5,27.3,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Lactic acid,90.0317,4.76,-0.104460588745218,B002,iHILIC_neg_2020,93.199821132516900,96860,C00186,HMDB0000190,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A005_HILIC,Glycerin,92.0474,7.10,0.210000000000000,-0.060000000000000,-0.200000000000000,1.640000000000000,1.580000000000000,-0.060000000000000,1.910000000000000,1.990000000000000,0.080000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000024244651454696800000000000,0.000012367839308351000000000000,1.000000000000000000000000000000,0.000002186370230033680000000000,0.000000749739821866412000000000,1.000000000000000000000000000000,77280323.353974600000000,99963856.843671500000000,76157783.973269100000000,78730133.151148100000000,76308071.777536500000000,85876303.001297300000000,75138495.293829200000000,90477652.313867600000000,37773621.200310900000000,33948606.541780600000000,17651706.271581100000000,15358185.862832300000000,23177173.904552700000000,21641612.273939800000000,25596547.648640300000000,25245747.957910200000000,26161680.128016700000000,22269012.004399900000000,24824355.264272500000000,22691979.188149900000000,27022779.811189300000000,21987629.923994900000000,21527852.613959000000000,21429065.167502800000000,4.6E+05,4.8E+05,8.3E+05,5.9E+05,7.1E+05,7.4E+05,6.3E+05,2.4,9.7,32.3,32.6,10.0,1.2,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Glycerin,92.0473,7.10,0.166500390623766,D034,iHILIC_neg_2020,,733,C00116,HMDB0000131,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A006_HILIC,"N,N-Dimethylglycine",103.0633,11.14,0.380000000000000,-0.440000000000000,-0.160000000000000,-4.140000000000000,-3.930000000000000,0.210000000000000,-3.320000000000000,-3.390000000000000,-0.070000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000647298507631321000000000,0.000000584668488918368000000000,1.000000000000000000000000000000,0.000003214514043975110000000000,0.000003823632355406020000000000,1.000000000000000000000000000000,39610173.301729800000000,69111447.262303300000000,57741194.579527500000000,25009743.286431600000000,44355253.193814200000000,74358038.262205800000000,20206721.115164100000000,40428171.692134000000000,781812142.722260000000000,457446324.582378000000000,703526404.853326000000000,576977951.264309000000000,449855445.604946000000000,516197118.313607000000000,1047041451.045960000000000,1293523441.378360000000000,793903998.752144000000000,774327602.225058000000000,603404246.847400000000000,596529359.806678000000000,513925029.587106000000000,549903953.601386000000000,677116307.235385000000000,389821285.000964000000000,1.1E+08,2.3E+06,2.5E+06,3.2E+06,1.1E+08,1.0E+08,3.3E+06,27.4,18.3,55.0,33.0,45.0,38.4,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"N,N-Dimethylglycine",103.0633,11.19,-0.290687070621108,A081,iHILIC_pos_2020,75.577060318930500,653,C01026,HMDB0000092,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"N,N-Dimethylglycine",103.0633,11.15,-0.290687070621108,A081,iHILIC_neg_2020,75.577060318930500,653,C01026,HMDB0000092,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A007_HILIC,gamma-Aminobutyric acid (GABA),103.0633,15.77,0.190000000000000,0.230000000000000,0.060000000000000,1.070000000000000,2.240000000000000,1.170000000000000,1.030000000000000,2.370000000000000,1.340000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000129853755346722000000000,0.000000000004012481168580920000,0.000000067431293275059100000000,0.000000284173721773578000000000,0.000000000003633054174961050000,0.000000017481447679910700000000,9115459621.504890000000000,10734632846.025100000000000,8904222294.846690000000000,8872645554.760680000000000,9001410966.045930000000000,9911511050.377850000000000,8945258449.497930000000000,10594160060.749900000000000,4819583349.963100000000000,4640504549.034390000000000,3719724040.618860000000000,5060415776.318950000000000,4192796555.066650000000000,5067829269.940220000000000,4333524667.410430000000000,4950614061.360120000000000,2081486387.947850000000000,2249933961.401170000000000,1838213660.544850000000000,1946811077.517380000000000,1957069146.953330000000000,1691814953.118880000000000,1605087530.828050000000000,2018344483.346090000000000,7.7E+06,7.4E+07,2.7E+06,4.8E+06,4.2E+06,3.0E+06,2.1E+06,11.6,10.8,4.1,10.6,8.5,1.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,gamma-Aminobutyric acid (GABA),103.0633,15.81,-0.083406934717257,B001,iHILIC_neg_2020,94.909962832048400,116,C00334,HMDB0000112,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source guanidinobutyric acid,103.0634,15.78,-0.665337677002543,,iHILIC_neg_2020,94.909962832048400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,gamma-Aminobutyric Acid (GABA),103.0633,15.86,-0.083406934717257,B001,iHILIC_pos_2020,94.909962832048400,116,C00334,HMDB0000112,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A008_HILIC,3-Hydroxybutyric acid,104.0474,4.74,0.250000000000000,0.340000000000000,-0.660000000000000,-1.500000000000000,-1.920000000000000,-0.420000000000000,-1.600000000000000,-1.010000000000000,0.580000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.082327202830009000000000000000,0.043338242178498000000000000000,1.000000000000000000000000000000,0.136522504819701000000000000000,0.526605324286274000000000000000,1.000000000000000000000000000000,1396736.313135910000000,3056528.143449730000000,13289099.618753200000000,21195020.818979800000000,19236167.263662500000000,16313251.199554300000000,18281883.528067200000000,22849929.178668400000000,118357296.482575000000000,144277438.776450000000000,34484067.261677300000000,37807075.456421000000000,50519496.755885300000000,66009037.794189800000000,38987616.179561500000000,47375982.342548100000000,60895117.834932400000000,49126786.682901000000000,60432993.605122900000000,24773536.001918900000000,59289685.724880600000000,45307465.563137600000000,51705278.063745900000000,30378013.530591800000000,3.3E+05,2.7E+05,2.8E+05,2.9E+05,3.1E+05,2.6E+05,8.4E+05,31.2,7.4,65.5,64.5,56.6,62.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Hydroxybutyric acid,104.0473,4.46,0.116800444130038,B027,iHILIC_neg_2020,57.994828258514500,428,C01089,HMDB0000357,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A009_HILIC,L-(-)-Serine,105.0426,16.10,-0.210000000000000,0.600000000000000,0.280000000000000,0.470000000000000,0.040000000000000,-0.430000000000000,-0.350000000000000,-0.460000000000000,-0.120000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.346810352992714000000000000000,1.000000000000000000000000000000,0.725832866730487000000000000000,1.000000000000000000000000000000,0.925563536571965000000000000000,1.000000000000000000000000000000,392317309.475222000000000,472350024.212607000000000,431113476.441473000000000,337063279.550717000000000,399437388.928243000000000,316594447.055377000000000,382838331.632442000000000,346006607.305501000000000,307861514.796022000000000,482845298.988594000000000,319207889.870098000000000,428698624.395560000000000,264261864.948489000000000,439125728.595495000000000,243555611.363274000000000,388422239.305066000000000,276219689.636840000000000,344358182.645577000000000,352398799.350744000000000,309190703.295240000000000,420279350.799329000000000,596086540.404267000000000,429228028.175753000000000,604378869.013279000000000,3.2E+05,3.9E+05,4.9E+05,5.0E+05,4.4E+05,4.5E+05,2.9E+05,34.2,19.2,8.9,12.6,19.2,5.2,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Serine,105.0426,16.19,0.291932329950834,A075,iHILIC_pos_2020,91.439279616661200,5736,C00065,HMDB0000187,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Serine,105.0426,16.11,0.291932329950834,A075,iHILIC_neg_2020,91.439279616661200,5736,C00065,HMDB0000187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A010_HILIC,Hypotaurine,109.0198,15.06,0.280000000000000,0.730000000000000,0.300000000000000,-2.800000000000000,-4.530000000000000,-1.730000000000000,-3.250000000000000,-4.550000000000000,-1.300000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000005210608696896000000000,0.000000000005560958126730950000,0.000007620783971167770000000000,0.000000000613138402654296000000,0.000000000005043093393866500000,0.000119805556854926000000000000,7927608.480868370000000,12253239.923213400000000,7942414.167943130000000,8276985.890539140000000,9369899.867458640000000,10987334.878619900000000,7565540.961641690000000,7653142.339216120000000,76584570.304213200000000,117195160.148399000000000,59632440.977809300000000,90524684.893572500000000,44166061.375869400000000,67075058.545280300000000,50634980.619827200000000,92301233.611124100000000,181109277.366154000000000,201647395.218263000000000,201026453.033036000000000,198616606.769441000000000,185288554.952670000000000,254639325.886628000000000,157343887.958879000000000,249951295.335153000000000,2.9E+05,2.9E+05,3.5E+05,2.8E+05,3.0E+05,2.6E+05,3.5E+05,13.4,10.0,22.3,24.4,22.3,9.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypotaurine,109.0198,15.15,0.434484540609295,B019,iHILIC_pos_2020,91.560719001330300,96959,C00519,HMDB0000965,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypotaurine,109.0198,15.19,0.434484540609295,B019,iHILIC_neg_2020,91.560719001330300,96959,C00519,HMDB0000965,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A011_HILIC,Uracil,112.0273,5.63,0.060000000000000,-0.080000000000000,-0.280000000000000,0.330000000000000,0.410000000000000,0.080000000000000,0.470000000000000,0.750000000000000,0.270000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.805353827527076000000000000000,0.123859548400907000000000000000,1.000000000000000000000000000000,0.251505412717424000000000000000,0.008134511559829270000000000000,0.837907275910531000000000000000,100767939.379329000000000,122914262.524138000000000,98881355.091932600000000,84808456.304155600000000,103387664.417187000000000,169977340.394271000000000,115369069.092713000000000,90051359.584167300000000,98986252.732083000000000,88736624.836191500000000,68122779.170229600000000,70002765.878002800000000,90604735.241314600000000,72681068.399713200000000,71636548.187104600000000,80678656.836153600000000,73043691.729374100000000,64245199.063414100000000,82364428.620546800000000,64679456.298153300000000,80687800.371103300000000,56916809.885644300000000,49441682.542389300000000,62528045.932035800000000,8.7E+05,3.3E+06,8.8E+06,3.9E+05,6.2E+05,5.7E+05,2.3E+06,5.8,21.3,10.8,18.0,33.5,7.1,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uracil,112.0273,5.53,0.248609176414476,A057,iHILIC_neg_2020,91.264483098906500,1141,C00106,HMDB0000300,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A012_HILIC,L-Creatinine,113.0590,7.62,-0.090000000000000,-0.120000000000000,-0.330000000000000,0.640000000000000,0.110000000000000,-0.530000000000000,0.670000000000000,0.350000000000000,-0.320000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.014809810905944000000000000000,1.000000000000000000000000000000,0.040510229710684800000000000000,0.008301984577762820000000000000,0.258818153027598000000000000000,0.558662202524290000000000000000,1072646561.502860000000000,1431329069.649850000000000,1246663682.413130000000000,919930847.449490000000000,1183536914.297620000000000,1120934923.609100000000000,1066444066.336320000000000,998003343.278487000000000,803323526.392913000000000,699482146.521693000000000,662875963.684826000000000,612380264.781847000000000,638039294.342620000000000,631920515.784344000000000,780489156.587682000000000,744695244.306967000000000,1140259493.400920000000000,1084964209.594590000000000,1333632542.268050000000000,875963537.063147000000000,945372088.353437000000000,785747859.184201000000000,929120851.704967000000000,662686702.564487000000000,9.1E+06,1.2E+07,4.4E+06,4.5E+06,2.2E+06,2.7E+07,3.2E+06,20.9,17.5,9.1,11.5,20.1,7.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Creatinine,113.0589,7.61,0.756884980574141,E25,iHILIC_pos_2020,71.810715228731300,568,C00791,HMDB0000562,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Creatinine,113.0589,7.61,0.756884980574141,E25,iHILIC_neg_2020,71.810715228731300,568,C00791,HMDB0000562,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A013_HILIC,L-Proline,115.0633,11.97,0.200000000000000,0.790000000000000,0.220000000000000,-0.990000000000000,-1.620000000000000,-0.630000000000000,-1.570000000000000,-1.630000000000000,-0.060000000000000,1.000000000000000000000000000000,0.561672822286815000000000000000,1.000000000000000000000000000000,0.000203780535402765000000000000,0.000000744853069864205000000000,0.091245347041829700000000000000,0.000001773799454927540000000000,0.000001196371050040610000000000,1.000000000000000000000000000000,4549650500.580970000000000,6949128591.623210000000000,4827489879.334180000000000,4425281800.780460000000000,4937758304.192050000000000,5995932520.030550000000000,4463605787.578850000000000,4806954902.180100000000000,13882708493.345300000000000,18362074368.552900000000000,9184889817.272640000000000,15761024258.320800000000000,9378621054.770430000000000,15448385853.684600000000000,8189289319.716470000000000,16396343197.489000000000000,12474752285.031900000000000,12649784344.977000000000000,16784391142.726900000000000,16136597273.282700000000000,14086265380.257800000000000,17401781592.081100000000000,14709831738.824500000000000,19149962535.203500000000000,4.6E+06,3.2E+06,8.1E+05,3.6E+06,1.9E+06,5.9E+06,4.5E+06,16.8,12.3,7.9,25.0,20.8,4.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Proline,115.0633,12.05,-0.105604520230783,E13,iHILIC_pos_2020,89.618969349608200,128566,C00148,HMDB0000162,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Proline,115.0633,12.02,-0.105604520230783,E13,iHILIC_neg_2020,89.618969349608200,128566,C00148,HMDB0000162,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A014_HILIC,Guanidineacetic acid,117.0539,16.22,0.050000000000000,0.750000000000000,0.300000000000000,-2.190000000000000,0.970000000000000,3.160000000000000,-2.890000000000000,0.720000000000000,3.610000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000992906068170894000000000,0.012245312909647400000000000000,0.000000020200336167479600000000,0.000000032659233339832700000000,0.232916609859934000000000000000,0.000000005274920421364860000000,152003603.399212000000000,165377674.384502000000000,157462229.931542000000000,152383660.125868000000000,150974546.155422000000000,119824319.834158000000000,152869999.796190000000000,162988170.623363000000000,795793824.759947000000000,1295350479.767820000000000,593830282.121461000000000,1040710729.238700000000000,1268278548.003310000000000,1736443311.929400000000000,589022508.097455000000000,889218580.165266000000000,65342762.714877400000000,84950029.508282500000000,96952822.130388800000000,85759169.046146300000000,81784106.872744400000000,122815362.128252000000000,73415120.063399600000000,105495959.227803000000000,2.3E+05,2.7E+05,4.9E+05,3.1E+05,3.0E+05,2.7E+05,2.3E+05,18.1,17.0,29.9,39.3,14.0,1.9,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guanidineacetic acid,117.0538,16.26,0.288280886722879,A114,iHILIC_pos_2020,84.532564849242800,743,C00581,HMDB0000128,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guanidineacetic acid,117.0538,16.26,0.288280886722879,A114,iHILIC_neg_2020,84.532564849242800,743,C00581,HMDB0000128,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
